No.,Chap,Sect,#,Question,Section Name,Short Text,Question Type,Chemical,LNG,LPG,Oil,Conditional,Hardware Response Type,Human Response Type,Process Response Type,ROVIQ List,Hardware Questions,Process Questions,Human Related Questions,Chapter Names,Roviq_Engine Control Room,Roviq_Compressor Room,Roviq_Interview - Security Officer,Roviq_Main Deck,Roviq_Interview Senior Officer,Roviq_Steering Gear,Roviq_Interview - Deck Rating,Roviq_Interview - Electrician / ETO,Roviq_Mooring Decks,Roviq_Interview - Engineer Officer,Roviq_Interview - Rating,Roviq_Interview - Deck Officer,Roviq_Cargo Control Room,Roviq_Bow Loading Area,Roviq_Chief Engineer's Office,Roviq_Lifeboat deck,Roviq_Engine Room,Roviq_Bridge,Roviq_Forecastle,Roviq_Emergency Headquarters.,Roviq_Internal Accommodation,Roviq_Interview - Galley Rating,Roviq_Documentation,Roviq_Pre-board,Roviq_Exterior Decks,Roviq_Approaching Vessel,Roviq_Interview - Engine Rating,Roviq_Cargo Manifold,Roviq_Pumproom,Roviq_Anywhere,Roviq_Aft Mooring Deck,Potential Grounds for Neg Obs,Expected Evidences
4.1.1,4,1,1,Were the Master and navigation officers familiar with the company procedures for the set up and operation of the ECDIS units fitted to the vessel and were records available to demonstrate that the ECDIS had been operated in accordance with company procedures at all stages of a voyage?,Navigation Equipment,ECDIS set up and operation,Core,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There were no company procedures for operating and managing the ECDIS fitted.    The company procedures did not provide clear guidance regarding:  (a) Display management (b) Alarms & warnings. (c) Safety contours and depths. (d) Safety frame or safety cone. (e) Route checking.    The accompanying navigation officer was unfamiliar with the company ECDIS management and operation procedures.    The accompanying navigation officer was unfamiliar with the operation of the ECDIS units fitted to the vessel    An ECDIS unit was defective in any respect. (Where the vessel carried an additional ECDIS in excess of the ECDIS carriage requirements then record as a comment providing an entry had been made in the defect reporting system. Indicate the number of ECDIS required to be carried and the total fitted onboard.)    The second ECDIS, where required to be fitted, was not set up as a backup unit.    There was evidence that ECDIS settings had been incorrectly entered at any stage of a voyage.    There was no indication in the passage plan regarding required changes to ECDIS settings.   ",The company procedures that defined how ECDIS units should be operated and managed. ECDIS checklists and quick reference guides. Records to demonstrate that software updates had been completed in accordance with manufacturer's instructions. Records to demonstrate periodic tests required by the manufacturer's instructions had been completed. Records to demonstrate that the ECDIS settings had been checked periodically during each voyage. 
4.1.2,4,1,2,"Were the Master and navigation officers familiar with the company procedures for managing and operating the radar/ARPA units fitted to the vessel, and were records available to demonstrate that the units had been operated and tested in accordance with company procedures?",Navigation Equipment,Operation and testing of radar/ARPA,Core,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There were no company procedures for managing and operating the radar/ARPA units fitted to the vessel.    The accompanying navigation officer was unfamiliar with the company procedure for managing and operating the radar/ARPA units fitted to the vessel.    The accompanying navigation officer was unfamiliar with the hazards of using AIS data (vectors) for collision avoidance.    The accompanying navigation officer was unfamiliar with the difference between the performance characteristics of X-band (9 GHz) and S-band (3 GHz) radars.    The radar/ARPA units had not been in operation in accordance with company procedures.    The radar/ARPA units had not been tested in accordance with company procedures.    The radar/ARPA units were defective in any respect.    The heading, speed or positional feeds to the radar/ARPA units were inaccurate when compared to the master devices.    There was no indication of the scanner blind sectors affecting the radar coverage for each radar unit.    The radar magnetrons had not been changed in accordance with the planned maintenance schedule.   ",The company procedures for managing and operating the radar/ARPA units fitted to the vessel. Any checklists or quick reference charts for the operation of the radar/ARPA units fitted to the vessel. Onboard records demonstrating that the radar/ARPA units had been in operation and tested in accordance with company procedures. Information relating to any blind sectors affecting the fitted radars. Onboard records relating to the routine changing of the magnetrons for each radar fitted. The parallel index information used for programming the radars for the previous passage. 
4.1.3,4,1,3,Were the Master and navigation officers familiar with the company procedures for operating and testing the steering control systems fitted to the vessel and were records available to demonstrate that operation and testing had been carried out in accordance with the procedures?,Navigation Equipment,Operating and testing the steering control systems,Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There was no company procedure for managing, testing and operating steering control systems fitted to the vessel.    The accompanying navigation officer was unfamiliar with the company procedure for managing, testing and operating the steering control systems fitted to the vessel.   The accompanying navigation officer was unfamiliar with the changeover procedure between modes of steering control or action to take when steering system alarms activate.    Simple operating instructions with a block diagram showing the change-over procedures for remote steering gear control systems and steering gear power units were not permanently displayed on the navigation bridge    The steering control systems had not been operated or tested in accordance with the company procedure.    The steering control systems were defective in any respect.   ","The company procedures for managing, testing and operating the steering control systems provided. The vessel specific procedures for changing between steering control modes and systems. The vessel specific procedure for changing over to emergency steering control. The block diagram showing the change-over procedures for remote steering gear control systems and steering gear power units. Records for a recent voyage to demonstrate that steering control system tests had been completed in accordance with company procedures. "
4.1.4,4,1,4,Were the Master and navigation officers familiar with the company procedures for using the Automatic Identification System (AIS) fitted to the vessel and were records available to confirm that periodic checks and tests had been carried out in accordance with the procedures?,Navigation Equipment,Automatic Identification System (AIS),Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There were no procedures for the operation and testing of the AIS system fitted onboard.    There was no company guidance related to the use of AIS information in collision avoidance situations.  The accompanying navigation officer was unfamiliar with the company procedures for the operation and testing of the AIS system fitted onboard    The accompanying navigation officer was unfamiliar with the company guidance related to the use of AIS information in collision avoidance situations.    There were no records of the checks and performance tests required to be carried out on the AIS equipment fitted.    The AIS unit was defective in any respect.    There was as an error in the navigational data feeds to the AIS unit.    The vessel static data was incorrectly entered in the AIS unit.    While alongside a terminal or port area where hydrocarbon gases may be present, the AIS was not switched off, or the aerial isolated and the AIS given a dummy load (unless at the request of the shore authorities).     ",The company procedure for the operation and testing of the AIS equipment fitted onboard. Records of the checks and performance tests required to be carried out on the AIS equipment fitted. Company guidance related to the use of AIS information in collision avoidance situations.     
4.1.5,4,1,5,Were the Master and navigation officers familiar with the company procedure for the use of the Bridge Navigational Watch Alarm System (BNWAS) and were records available to demonstrate that it had been operated and tested in accordance with the procedure?,Navigation Equipment,Bridge Navigational Watch Alarm System (BNWAS),Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE, There was no company procedure for operating and testing the Bridge Navigation Watch Alarm System (BNWAS) fitted to the vessel.    The accompanying navigation officer was unfamiliar with the company procedure for the operation and testing of the BNWAS.    The BNWAS was defective in any respect.    The password or activation key was available to others beyond the Master and their authorised deputy.    There were no records available to confirm that the BNWAS had been in operation in accordance with company procedures.   There were no records available to confirm that the BNWAS had been tested in accordance with company procedures.    There was evidence that modifications or adaptions designed to defeat the BNWAS were in use.      Record a negative observation under the Process response tool if the vessel operator's navigational procedures did not require the BNWAS to be activated while the vessel was at anchor.   ,The company procedures for the use and testing of the BNWAS. Bridge Log Book. Bridge checklists. 
4.1.6,4,1,6,"Were the Master and navigation officers familiar with the company procedures governing the management and operation of the Global Navigation Satellite System (GNSS) receivers fitted onboard and was the fitted equipment configured, used and checked in accordance with the procedure?",Navigation Equipment,Global Navigation Satellite System(s),Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There were no company procedures for operating and managing the GNSS receivers fitted.    The accompanying navigation officer was unfamiliar with the GNSS receiver management and operation procedures, or the equipment fitted to the vessel.    The GNSS receiver(s) were not configured in accordance with company requirements, or the antennae coordinates were incorrectly entered.    Periodic checks and tests had not been carried out in accordance with procedures.    A GNSS receiver was defective in any respect.    The positional data provided to another piece of navigation or communication equipment such as AIS, ARPA or a GMDSS transceiver was erroneous.      The vessel was not fitted with a GNSS receiver, in which case comment on what alternative terrestrial navigation system was fitted.   ",The company procedure that defined how GNSS units should be operated and managed Onboard records to demonstrate that the required checks and tests had been completed The measurements to allow the checking / reprogramming of the antenna offset position in the GNSS receiver configuration. 
4.1.7,4,1,7,Were the Master and navigation officers familiar with the company procedures for operating and managing the echo sounder and were records maintained to demonstrate that the equipment fitted to the vessel had been tested and operated in accordance with the company expectations?,Navigation Equipment,Echo sounder,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE, There were no procedures for managing and operating the echo sounder and its associated recording device.    The accompanying navigation officer was unfamiliar with the company procedures for managing and operating the echo sounder and its associated recording device.    The accompanying navigation officer was unfamiliar with the process to calculate the depth under the keel and verify the accuracy of the echo sounder.    The echo sounder had not been operated or tested in accordance with the company procedures and manufacturer's instructions.    The echo sounder was not showing the expected depth indication under the keel at the time of the inspection.    The echo sounder or recording device was defective in any respect.    The echo sounder depth alarm had not been set in accordance with the company procedures.   ,The company procedures for managing and operating the echo sounder and its associated recording device. Onboard records demonstrating that the echo sounder and its recording device were in operation as required by the company procedures. Onboard records demonstrating that the accuracy of the echo sounder had been verified. 
4.1.8,4,1,8,Were the Master and navigation officers familiar with the company procedures for the operation and testing of the speed and distance measuring devices fitted to the vessel and were records available to demonstrate that periodic tests had been completed as required by the procedures?,Navigation Equipment,Speed and distance measuring devices,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There was no company procedure for the operation and testing of the speed and distance measuring devices fitted to the vessel.    The accompanying navigation officer was not familiar with the company procedures for the operation and testing of the speed and distance measuring devices fitted to the vessel.    Periodic tests to verify the accuracy and/functionality of the speed and distance measuring devices fitted to the vessel required by the company procedures had not been completed as required.    Periodic checks to verify the accuracy of the speed input to navigational equipment had not been completed in accordance with company procedures.    The speed values displayed by remote display units and ARPA, AIS or ECDIS units were inconsistent with the master water speed and or dual axis logs as appropriate.    A speed and distance measuring device fitted to the vessel was defective in any respect.   ","The company procedures for the operation and testing of the speed and distance measuring devices fitted to the vessel. Records of the periodic accuracy and function tests for the speed and distance measuring devices fitted to the vessel. Records of periodic verification that the speed input to navigational equipment such as ARPA, AIS and ECDIS was accurate.  "
4.1.9,4,1,9,"Were the Master and navigation officers familiar with the company procedures for the use and testing of the navigation lights and shapes, and was there evidence that the navigation lights had been tested to confirm full functionality and correct visibility?",Navigation Equipment,Navigation lights and shapes,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There was no company procedure defining the checks and tests required to be carried out on the navigational lights, the navigational light controller and navigational shapes.    The accompanying navigation officer was unfamiliar with the company procedure for conducting checks and tests on the navigation lights, the navigation light controller or navigational shapes.    The navigation lights and navigation light controller had not been tested in accordance with the company procedure.    The navigation lights or navigation light controller were defective in any respect. (a single bulb failure on a single light would not generate an observation).    Navigation lights or their screens were damaged, relocated or obscured in such a way that the required spacing and/or arc of visibility of any lights was apparently no longer in compliance with COLREG Annex 1 requirements.    The required navigational shapes were not onboard or were in an unusable condition.    Portable navigation lights, where required to be carried, were defective or not ready for rigging.    The vessel did not have an inventory of spare lamps for each type and luminosity of navigation light fitted.    The inventory of spare lamps did not conform to the navigation light manufacturer's specifications. (incorrect size, focal plane, luminosity, wattage or type).    Procedures did not include guidance on the use of LED lamps, where fitted.    There was no effective method of ensuring LED lamps were within their usable lifespan for luminous intensity    LED lamps were in use beyond the lifespan specified by the manufacturer or were in an alarm condition for reduced luminous intensity.   ","The company procedures which defined the checks and tests required to be carried out on the navigation lights, navigation light controller and navigational shapes. Checklists to confirm that the checks and tests required to be conducted on the navigation lights (fixed and portable), navigation light controller and navigational shapes had been completed as required. The inventory of spare navigational lamps identifying the luminosity or wattage and the navigation lights to which they may be fitted. Records of LED lamp usage and lifespan, where required. "
4.1.10,4,1,10,Were the Master and navigation officers familiar with the company procedure for managing Marine Safety Information broadcasts by NAVTEX and SafetyNET and were warnings affecting the vessel’s route plotted on the voyage charts?,Navigation Equipment,NAVTEX and SafetyNET,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"There was no company procedure for managing Marine Safety Information received through NAVTEX and SafetyNET.    The accompanying navigation officer was unfamiliar with the company procedure for managing Marine Safety Information received through NAVTEX and SafetyNET, or the equipment fitted to the vessel.    The NAVTEX and/or SafetyNET EGC receiver was defective in any respect.    The NAVTEX receiver was not programmed to receive Marine Safety Information broadcasts from coast radio stations appropriate to the vessel's route.    The SafetyNET EGC receiver was not programmed to receive Marine Safety Information broadcasts for NAVAREAs and Coastal Warning Areas appropriate to the vessel's route.    The Marine Safety Information messages received through NAVTEX and SafetyNET had not been acknowledged and filed in accordance with the company procedure.   ",The company procedure for managing Marine Safety Information received through NAVTEX and SafetyNET. NAVTEX and SafetyNET broadcast warnings filed in accordance with company procedures. Paper and electronic charts showing charted Marine Safety Information warnings. 
4.1.11,4,1,11,Were the Master and navigation officers familiar with the company procedure for preserving data from the VDR/S-VDR and were records available to demonstrate that tests of the equipment had been completed as required?,Navigation Equipment,Preserving data from the VDR/S-VDR,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There were no company procedure which governed the setup, use and testing of the VDR / S-VDR system fitted onboard the vessel.    There was no company procedure which clearly defined the company expectation for data preservation in the event of an incident onboard.    The accompanying navigation officer was unfamiliar with the company procedures for VDR / S-VDR management and data preservation.    The VDR / S-VDR was defective in any respect.    Annual performance checks by an authorised service agent or facility had not been carried out.     The VDR / S-VDR had not been tested as per maker's instruction after any upgrade, maintenance or repair of the VDR / S-VDR itself. The VDR / S-VDR had not been tested as per maker's instruction after any upgrade, maintenance or repair of navigational or communications equipment providing data feeds. The declaration made within the pre-inspection questionnaire relating to the VDR / S-VDR data retention period was less than required.  (a) If installed before 1st July 2014, minimum 12 hours before being overwritten. (b) If installed after 1st July 2014, minimum of 720 hours before being overwritten.   ","The company procedure which governed the setup, use and testing of the VDR / S-VDR system fitted onboard the vessel. The company procedure that defined when data was required to be preserved to support investigations into navigation and any other incidents onboard. At least one emergency response checklist from the vessel operator’s response plan indicating that VDR / S-VDR data preservation was required. Records demonstrating that the VDR / S-VDR annual performance tests had been completed by an approved testing or service facility. Records demonstrating that the VDR / S-VDR had been tested as per maker's instruction after any upgrade, maintenance or repair of the VDR / S-VDR itself. Records demonstrating that the VDR / S-VDR had been tested as per maker's instruction after any upgrade, maintenance or repair of navigational or communications equipment providing data feeds. Instructions posted near to the VDR / S-VDR recording controls on how to save event data to prevent it being overwritten. The VDR / S-VDR specifications showing the period that data was retained onboard before being overwritten. "
4.1.12,4,1,12,"Were the Master and navigation officers familiar with the company procedures relating to the magnetic and gyro compasses carried onboard, and were records available to demonstrate their accuracy and reliability?",Navigation Equipment,Magnetic and gyro compasses,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There were no company procedures for managing the standard magnetic, gyro and GNSS compasses as applicable.    The accompanying navigation officer was unfamiliar with the company procedures, or the equipment fitted to the vessel.    A record of compass error for each compass fitted to the vessel was not maintained as required by the company procedure.    The compass error log book recorded a deviation of the standard magnetic compass consistently exceeding the tolerance permitted by the company procedure as compared to the deviation certificate from the previous official compass adjustment.    The heading shown by a compass, or a repeater, was erroneous.    Where required, manual speed and latitude corrections for a gyro compass were incorrectly set.    A standard magnetic, gyro or GNSS compass was defective in any respect.    The service records for a gyro compass indicated that periodic service was overdue by more than 5% of the service interval.   ","The company procedures for standard, gyro and GNSS compass management The standard compass adjustment and residual deviation certificate. Compass error records. Service records for the gyro compass(s). "
4.1.13,4,1,13,"Were the Master and navigation officers familiar with the company procedures for the operation and testing of the VHF/DSC transceivers fitted to the vessel, and were records available to demonstrate that periodic tests and checks had been completed in accordance with company expectations?",Navigation Equipment,VHF/DSC transceivers,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There was no company procedure which defined the expectations for the use and periodic testing of the VHF/DSC units fitted to the vessel.    The accompanying navigation officer was unfamiliar with the company procedure for the use or testing of the VHF/DSC units fitted to the vessel.    The accompanying navigation officer was unfamiliar with the operation of the VHF/DSC units fitted to the vessel.    The accompanying navigation officer was unfamiliar with the hazards and limitations of using VHF radio during collision avoidance situations.    Records indicated that periodic checks and tests required to be carried out for the VHF/DSC units had not been completed as required by the company procedure.    Records indicated that details of critical communications had not been documented as required by company procedures.    Records indicated that the vessel had not been monitoring the correct VHF channels as required by SOLAS, company expectations and as identified within the passage plan.    The VHF and/or DSC units fitted to the vessel were defective in any respect.    The static and/or dynamic data displayed by the VHF and/or DSC units were inaccurate.    Where multiple VHF units were fitted on the bridge which were not all connected to the VDR, there was no indication of which units were connected and no instructions restricting the use of non-connected units for critical communications.   ","The company procedures for the use and operation of the VHF/DSC equipment fitted to the vessel. The GMDSS Radio Log Book or other records which documented which VHF channels were being monitored and details of significant communications. The Master's standing orders. Checklists that demonstrated that periodic checks and tests required to be carried out on the communications equipment, including VHF/DSC units had been completed as required by the company procedures. Where the vessel was fitted with multiple VHF units which were not all connected to the VDR, clear identification of the units not connected, with instructions on their use for significant communications. "
4.1.14,4,1,14,Were the Master and navigation officers familiar with the company procedure for testing and using the daylight signalling lamp?,Navigation Equipment,Daylight signalling lamp,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE, There was no procedure which defined the company expectations for the use and testing of the daylight signalling lamp.    The accompanying navigation officer was unfamiliar with the company procedure for the use and testing of the daylight signalling lamp.    The daylight signalling lamp was defective in any respect.    There were less than three spare bulbs on board and/or the spare bulbs did not meet the manufacturer's specifications.   ,The procedure which defined the company expectations for the use and testing of the daylight signalling lamp. The bridge equipment testing records demonstrating that periodic tests had been carried out for the daylight signalling lamp. 
4.1.15,4,1,15,Were the Master and navigation officers familiar with the company procedures for the use and testing of the sound signalling equipment fitted to the vessel and were records available to confirm that periodic tests had been completed and the equipment used in accordance with company expectations?,Navigation Equipment,Sound signalling equipment,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Bridge,TRUE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There was no company procedure which defined the company expectation for the use of sound signals during restricted visibility, collision avoidance and manoeuvring in compliance with the COLREGs.    The accompanying navigation officer was unfamiliar with the company expectation for the use of sound signals during restricted visibility, collision avoidance and manoeuvring in compliance with the COLREGs.    There were no records available to demonstrate that the sound signalling equipment and any automation provided had been periodically tested to verify its effectiveness and compliance with the COLREGs.    The sound signalling equipment, or its automation, was defective in any way.    There was no documented evidence that the sound signalling equipment had been used in accordance with the COLREGs during periods of restricted visibility.   ",The company procedures which defined the expectations for the use and testing of sound signalling equipment fitted to the vessel. Bridge Log Book. Completed bridge checklists including restricted visibility and bridge equipment testing. The accompanying officer should be ready to show the inspector the evidence for the previous three occasions where the sound signalling equipment was used during restricted visibility. 
4.2.1,4,2,1,"Were the Master and navigating officers familiar with the company passage planning procedures and had all voyages been appraised, planned, executed and monitored in accordance with company procedures, industry best practice and both local and international rules?",Navigational Procedures,Passage planning,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,Bridge,FALSE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There were no company passage planning procedures.    There were no company record keeping procedures relating to navigational activities.    The accompanying navigation officer was not familiar with the company passage planning or navigational record keeping procedures.    There was no standard passage planning form which required the passage plan to be documented in a consistent manner, capturing all data identified within the  procedures.    There was no passage plan appraisal form / checklist to verify that all information pertinent to the passage had been considered.    The passage was planned or executed in clear contravention to collision regulations, company navigation procedures or guidance provided on the charts, routing guides or sailing directions.    The charted passage plan did not include all pertinent information required to be displayed in accordance with the company procedures.    The passage plan was not reviewed and approved in accordance with company procedures.    Route checking and scanning had not been conducted prior to commencing a voyage or when a planned voyage had been changed or updated.    The passage plan was not substantially followed, such as passing an island or navigational mark on the unplanned side, unless the passage plan identified alternative routes for contingency use.    The vessel's position was not manually fixed in accordance with company navigational procedures and the planned position fixing method and interval.    Records of the progress of a voyage had not been maintained in accordance with company procedures.   ","The company passage planning procedures. The company record keeping procedures relating to navigational activities. The company passage plan appraisal form / checklist for a recently completed voyage. The passage plan for a recently completed voyage approved by the Master and signed by the navigation officers. The ECDIS passage planning station and/or paper charts showing the reviewed passage plan and monitoring history. The Bridge Log Book, movement book and other records documenting the progress of the voyage. "
4.2.2,4,2,2,"Were the Master and navigation officers familiar with the company under keel clearance (UKC) policy and procedure, and were records available to demonstrate that the required calculations had been completed at the appropriate points during each voyage and the vessel had remained in compliance with the UKC policy?",Navigational Procedures,Under keel clearance (UKC) policy,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,Bridge,FALSE,TRUE,TRUE,Navigation and Communications,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE, There was no procedure defining the company under keel clearance (UKC) policy and expectations for conducting UKC calculations at defined stages of the voyage.    The accompanying officer was not familiar with the company procedure for conducting and documenting UKC calculations.    Review of records indicated that the UKC calculations required to be carried out by the company procedures had not been completed.    Review of records indicated that the UKC policy had been violated without explicit permission from the vessel operator.    Review of sample calculations indicated that they had not been carried out for the predicted time of passing a critical hydrographic feature as set out in the passage plan.     Review of sample calculations indicated that the speed used for calculation had been exceeded by more than 10% when actually passing the critical hydrographic feature.    Review of sample calculations determined that an error had been made in either the source data or resulting calculation when passing a critical hydrographic feature.       There was no evidence that UKC calculations had been reviewed during the Master/Pilot information exchange.    Squat information relevant to the vessel for both loaded and ballast passages was not readily available on the bridge.   ,"The company procedure that defined the company under keel clearance (UKC) policy and the requirement for conducting calculations and recording the results. The passage planning documentation for recent voyages. The UKC calculation documentation to support recent voyages. Master/Pilot information exchange documentation which included the supporting UKC calculations. Bridge Log Books, bell books, echo sounder records and charted passage history to permit verification of the time of passing critical hydrographic features. "
